0,1,2,3,4
27.38000249862671,84.36340808868408,33.75699875295162,23.92829109311104,19.32111835479736
25.153250455856323,84.29491126537323,33.75730898797512,23.9284364759922,21.547416210174557
23.697709798812866,84.15909099578857,33.757552382349964,23.92855799078941,23.05208718776703
17.82449221611023,85.8184757232666,33.74394002139568,23.91916353225708,18.297560572624207
19.106799721717834,85.7589807510376,33.74435765206814,23.91940062522888,19.22589054703712
20.21204924583435,85.65122246742249,33.74524464249611,23.919922368526457,21.262808352708813
20.097629189491272,83.65565037727356,33.704516768455505,23.891724165678024,2.628927495330572
20.087908267974854,83.89650988578796,33.70424377053976,23.891624514460563,2.1740141175687313
20.123557806015015,84.08710551261902,33.70398622214794,23.891486087441443,1.9146828949451449
19.53550374507904,82.72812032699585,33.688935974538325,23.881590678989888,2.03149033151567
19.398415446281433,82.85762095451355,33.68821481704712,23.881191425025463,1.9932029712945225
19.567327857017517,83.00031232833862,33.68779947027564,23.88094388216734,1.9757696185261013
19.77335488796234,81.986672103405,33.6728440836817,23.8721139767766,2.953013949096203
20.01832342147827,81.94976508617401,33.672875882275406,23.872176061421634,3.0620338432490826
20.252678751945496,81.90075486898422,33.672869297116996,23.872195052579045,3.131528537720442
18.65721559524536,81.02028971910477,33.67281726963818,23.872144100889564,2.8475751392543316
19.28214406967163,81.00168251991272,33.6728057223931,23.8721742708236,2.980835497379303
19.90897572040558,80.96386337280273,33.672787067294124,23.87218567378819,3.1412029303610325
16.783487558364868,80.14999228715897,33.6731071587652,23.87248398795724,2.354908077046275
17.64472997188568,80.13639903068542,33.673034842051564,23.872481160014868,2.4294135570526123
18.53353238105774,80.10191217064857,33.672981766164305,23.872480033487083,2.5536444261670113
18.033885717391968,80.09352391958237,33.67389600817114,23.873107934594156,2.3897321186959743
18.80885636806488,80.05381658673286,33.67379584342241,23.873099505752325,2.450707446783781
19.61297607421875,80.01211807131767,33.673730616122484,23.87309725962579,2.560688242316246
19.475459218025208,80.49082094430923,33.67521056752652,23.87392184957862,2.7727545835077763
20.14227545261383,80.40228453278542,33.67512788139284,23.87393256768584,2.9060483016073704
20.854224920272827,80.32386934757233,33.67512025117874,23.87397175297141,3.0919473469257355
17.554919481277466,80.37360975146294,33.677039554789665,23.875108748972416,2.3814528100192547
18.41650104522705,80.35994353890419,33.676853749454025,23.875035941302777,2.442001163959503
19.44597816467285,80.35726195573807,33.67690961115063,23.875103506147862,2.5542257949709892
17.23414695262909,80.15700966119766,33.6767445037514,23.87496386140585,2.319331843405962
18.037419080734253,80.14869052171707,33.676524826139214,23.874865481108426,2.3573156110942364
19.01156461238861,80.15183138847351,33.676545749381184,23.874909824728967,2.444309540092945
16.770429372787476,80.056764960289,33.67665839746594,23.874956232756375,2.3810555916279554
17.594698429107666,80.04200968146324,33.67642145514488,23.874848614484073,2.4097197726368904
18.599724531173706,80.039325684309,33.67642455108464,23.87488576307893,2.4880647510290146
16.977585315704346,79.96008357405663,33.677214719802144,23.875443341135977,2.3241245318204165
17.89929723739624,79.95376688241959,33.67692874066532,23.875314435958863,2.3396392669528723
18.977715730667114,79.95405834913254,33.67690548121929,23.87534344226122,2.4057442359626293
16.47544240951538,79.94146054983139,33.677454782202844,23.875633139163256,2.3199808541685343
17.452917456626892,79.9390250146389,33.677136774137615,23.875485119223594,2.336223892867565
18.61180281639099,79.94266870617867,33.677100157290695,23.875507766902448,2.4050229731947184
16.35437285900116,79.88699409365654,33.677789324074986,23.875907554626465,2.359769580885768
17.379939317703247,79.89289692044258,33.677422031760216,23.87572937771678,2.3630620762705803
18.581523656845093,79.90370881557465,33.67736024305225,23.875736855715513,2.4219223149120808
16.245177745819092,79.88642832636833,33.67831709094346,23.87629468142986,2.451064683496952
17.302215456962585,79.89264640212059,33.67788078673184,23.87607736080885,2.442758049815893
18.542553544044495,79.9036395251751,33.677785192132,23.876066307872534,2.497531272470951
