,machine_id,time_stamp,cpu_util_precent,mem_util_percent,net_in,net_out,disk_io_percent
347,m_1831,3510,32,95,38.23,31.56,4
348,m_1831,3520,30,95,38.23,31.56,4
349,m_1831,3530,29,95,38.23,31.56,4
350,m_1831,3540,19,95,38.23,31.56,4
351,m_1831,3550,30,95,38.23,31.56,4
352,m_1831,3560,29,95,38.23,31.56,4
353,m_1831,3570,27,95,38.23,31.56,4
354,m_1831,3580,21,95,38.23,31.56,4
355,m_1831,3590,26,95,38.23,31.56,4
356,m_1831,3600,19,95,38.23,31.56,4
357,m_1831,3610,39,95,38.23,31.56,4
358,m_1831,3620,38,95,38.23,31.56,4
359,m_1831,3630,25,95,38.23,31.56,4
360,m_1831,3640,28,96,38.23,31.56,4
361,m_1831,3650,36,96,38.23,31.56,4
362,m_1831,3660,34,96,38.23,31.56,5
363,m_1831,3670,36,97,38.23,31.56,5
364,m_1831,3680,29,97,38.23,31.56,5
365,m_1831,3690,36,97,38.23,31.56,5
366,m_1831,3700,31,97,38.23,31.56,5
367,m_1831,3710,32,97,38.23,31.56,5
368,m_1831,3720,23,97,38.23,31.56,4
369,m_1831,3730,51,97,38.23,31.56,4
370,m_1831,3740,28,97,38.23,31.56,4
371,m_1831,3750,33,97,38.23,31.56,4
372,m_1831,3760,32,97,38.23,31.56,4
373,m_1831,3770,30,97,38.23,31.56,4
374,m_1831,3780,38,97,38.23,31.56,4
375,m_1831,3790,41,97,38.23,31.56,4
376,m_1831,3800,29,97,38.23,31.56,4
377,m_1831,3810,44,97,38.23,31.56,4
378,m_1831,3820,31,98,38.23,31.56,4
379,m_1831,3830,28,97,38.23,31.56,4
380,m_1831,3840,43,97,38.23,31.56,4
381,m_1831,3850,29,97,38.24,31.56,4
382,m_1831,3860,26,98,38.24,31.56,4
383,m_1831,3870,25,97,38.24,31.56,4
384,m_1831,3880,26,98,38.24,31.56,4
385,m_1831,3890,26,97,38.24,31.56,4
386,m_1831,3900,32,97,38.24,31.56,4
387,m_1831,3910,32,97,38.24,31.56,4
388,m_1831,3920,31,97,38.24,31.56,4
389,m_1831,3930,31,97,38.24,31.56,4
390,m_1831,3940,32,96,38.24,31.56,4
391,m_1831,3950,30,94,38.24,31.56,4
392,m_1831,3960,33,95,38.24,31.56,4
393,m_1831,3970,26,95,38.24,31.56,4
394,m_1831,3980,41,96,38.24,31.56,4
395,m_1831,3990,25,96,38.24,31.56,4
396,m_1831,4000,28,95,38.24,31.56,4
397,m_1831,4010,32,95,38.24,31.56,4
398,m_1831,4020,29,94,38.24,31.56,4
399,m_1831,4030,38,94,38.24,31.57,4
400,m_1831,4040,30,94,38.24,31.57,4
401,m_1831,4060,37,93,38.24,31.57,4
402,m_1831,4070,24,93,38.24,31.57,4
403,m_1831,4080,45,94,38.24,31.57,5
404,m_1831,4090,28,93,38.24,31.57,5
405,m_1831,4100,27,93,38.24,31.57,5
406,m_1831,4110,29,93,38.24,31.57,5
407,m_1831,4120,27,92,38.24,31.57,5
408,m_1831,4130,26,92,38.24,31.57,5
409,m_1831,4140,27,92,38.24,31.57,4
410,m_1831,4150,31,92,38.24,31.57,4
411,m_1831,4160,19,92,38.24,31.57,4
412,m_1831,4170,32,92,38.24,31.57,4
413,m_1831,4180,18,92,38.24,31.57,4
414,m_1831,4190,32,92,38.24,31.57,4
415,m_1831,4200,27,92,38.24,31.57,4
416,m_1831,4210,22,91,38.24,31.57,4
417,m_1831,4220,21,91,38.24,31.57,4
418,m_1831,4230,28,92,38.24,31.57,4
419,m_1831,4240,37,92,38.24,31.57,4
420,m_1831,4250,36,92,38.24,31.57,4
421,m_1831,4260,38,92,38.24,31.57,5
422,m_1831,4270,38,91,38.24,31.57,5
423,m_1831,4280,23,91,38.24,31.57,5
424,m_1831,4290,34,92,38.24,31.57,5
425,m_1831,4300,19,92,38.24,31.57,5
426,m_1831,4310,33,91,38.24,31.57,5
427,m_1831,4320,19,91,38.24,31.57,4
428,m_1831,4330,25,91,38.24,31.57,4
429,m_1831,4340,23,91,38.24,31.57,4
430,m_1831,4350,27,91,38.24,31.57,4
431,m_1831,4360,20,91,38.24,31.57,4
432,m_1831,4370,29,92,38.24,31.57,4
433,m_1831,4380,18,92,38.24,31.57,4
434,m_1831,4390,40,91,38.24,31.57,4
435,m_1831,4400,19,91,38.24,31.57,4
436,m_1831,4410,21,91,38.24,31.57,4
437,m_1831,4420,31,92,38.24,31.57,4
438,m_1831,4430,17,92,38.24,31.57,4
439,m_1831,4440,27,92,38.24,31.57,5
440,m_1831,4450,30,93,38.24,31.57,5
441,m_1831,4460,25,92,38.24,31.57,5
442,m_1831,4470,26,92,38.24,31.57,5
443,m_1831,4480,34,93,38.24,31.57,5
444,m_1831,4490,32,91,38.24,31.57,5
445,m_1831,4500,19,91,38.24,31.57,4
446,m_1831,4510,30,91,38.24,31.57,4
447,m_1831,4520,25,92,38.24,31.57,4
448,m_1831,4530,29,92,38.24,31.57,4
449,m_1831,4540,32,92,38.24,31.57,4
450,m_1831,4550,28,92,38.24,31.57,4
451,m_1831,4560,28,92,38.24,31.57,5
452,m_1831,4570,46,92,38.24,31.57,5
453,m_1831,4580,27,93,38.24,31.57,5
454,m_1831,4590,31,93,38.24,31.57,5
455,m_1831,4600,40,94,38.24,31.57,5
456,m_1831,4610,39,94,38.24,31.57,5
457,m_1831,4620,40,95,38.24,31.57,6
458,m_1831,4630,44,96,38.24,31.57,6
459,m_1831,4640,37,96,38.24,31.57,6
460,m_1831,4650,41,97,38.24,31.57,6
461,m_1831,4660,35,97,38.24,31.57,6
462,m_1831,4670,33,97,38.24,31.57,6
463,m_1831,4680,39,98,38.24,31.57,5
464,m_1831,4690,37,98,38.24,31.57,5
465,m_1831,11090,32,89,38.35,31.65,4
466,m_1831,11100,39,91,38.35,31.65,9
467,m_1831,11110,44,91,38.35,31.65,9
468,m_1831,11120,38,90,38.35,31.65,9
469,m_1831,11130,38,89,38.35,31.65,9
470,m_1831,11140,38,89,38.35,31.65,9
471,m_1831,11150,37,89,38.35,31.65,9
472,m_1831,11160,28,89,38.35,31.65,5
473,m_1831,11170,39,89,38.35,31.65,5
474,m_1831,11180,23,89,38.35,31.65,5
475,m_1831,11190,27,89,38.35,31.65,5
476,m_1831,11200,28,89,38.35,31.65,5
477,m_1831,11210,41,89,38.35,31.65,5
478,m_1831,11220,27,87,38.35,31.65,4
479,m_1831,11230,29,87,38.35,31.65,4
480,m_1831,11240,47,87,38.35,31.65,4
481,m_1831,11250,28,87,38.35,31.65,4
482,m_1831,11260,25,86,38.35,31.65,4
483,m_1831,11270,25,86,38.35,31.65,4
484,m_1831,11280,22,86,38.35,31.65,4
485,m_1831,11290,32,86,38.35,31.65,4
486,m_1831,11300,27,86,38.35,31.65,4
487,m_1831,11310,29,86,38.35,31.65,4
488,m_1831,11320,29,86,38.35,31.65,4
489,m_1831,11330,22,86,38.35,31.65,4
490,m_1831,11340,31,86,38.35,31.65,4
491,m_1831,11350,33,86,38.35,31.65,4
492,m_1831,11360,22,85,38.35,31.65,4
493,m_1831,11370,20,85,38.35,31.65,4
494,m_1831,11380,39,86,38.35,31.65,4
495,m_1831,11390,24,86,38.35,31.65,4
496,m_1831,11400,30,86,38.35,31.65,4
497,m_1831,11410,37,87,38.35,31.65,4
498,m_1831,11420,33,87,38.35,31.65,4
499,m_1831,11430,29,86,38.35,31.65,4
500,m_1831,11440,28,86,38.35,31.65,4
501,m_1831,11450,21,86,38.35,31.65,4
502,m_1831,11460,29,86,38.35,31.65,4
503,m_1831,11470,25,86,38.35,31.65,4
504,m_1831,11480,31,86,38.35,31.65,4
505,m_1831,11490,24,86,38.35,31.65,4
506,m_1831,11500,34,85,38.35,31.65,4
507,m_1831,11510,18,86,38.35,31.65,4
508,m_1831,11520,17,86,38.35,31.65,4
509,m_1831,22350,71,95,38.54,31.78,13
510,m_1831,22360,73,96,38.54,31.78,13
511,m_1831,22370,73,96,38.54,31.78,13
512,m_1831,22380,71,96,38.54,31.78,8
513,m_1831,22390,73,96,38.54,31.78,8
514,m_1831,22400,73,96,38.54,31.78,8
515,m_1831,22410,73,96,38.54,31.78,8
516,m_1831,22420,72,95,38.54,31.78,8
517,m_1831,22430,74,95,38.54,31.78,8
518,m_1831,22440,71,95,38.54,31.78,9
519,m_1831,22450,72,94,38.54,31.78,9
520,m_1831,22460,72,94,38.54,31.79,9
521,m_1831,22470,73,94,38.54,31.79,9
522,m_1831,22480,74,95,38.54,31.79,9
523,m_1831,22490,74,94,38.55,31.79,9
524,m_1831,22980,80,96,38.57,31.79,11
525,m_1831,22990,80,96,38.57,31.79,11
526,m_1831,23000,80,97,38.57,31.79,11
527,m_1831,23010,74,96,38.57,31.79,11
528,m_1831,23020,76,96,38.57,31.79,11
529,m_1831,23030,74,96,38.57,31.79,11
530,m_1831,23040,72,94,38.57,31.79,7
531,m_1831,23050,74,95,38.57,31.79,7
532,m_1831,23060,71,95,38.57,31.79,7
533,m_1831,23070,72,95,38.57,31.79,7
534,m_1831,23080,73,95,38.57,31.79,7
535,m_1831,23090,72,95,38.57,31.79,7
536,m_1831,23100,72,94,38.57,31.8,10
537,m_1831,23110,78,95,38.57,31.8,10
538,m_1831,23120,74,95,38.57,31.8,10
539,m_1831,23130,68,95,38.57,31.8,10
540,m_1831,23140,66,95,38.57,31.8,10
541,m_1831,23150,69,94,38.57,31.8,10
542,m_1831,23160,69,94,38.57,31.8,8
543,m_1831,23170,64,94,38.57,31.8,8
544,m_1831,23180,63,93,38.57,31.8,8
545,m_1831,23190,63,93,38.57,31.8,8
546,m_1831,23200,67,94,38.57,31.8,8
547,m_1831,23210,68,94,38.57,31.8,8
548,m_1831,23220,60,93,38.57,31.8,7
549,m_1831,23230,59,93,38.57,31.8,7
550,m_1831,23240,63,93,38.57,31.8,7
551,m_1831,23250,73,93,38.57,31.8,7
552,m_1831,23260,60,93,38.57,31.8,7
553,m_1831,23270,57,93,38.57,31.8,7
554,m_1831,23280,61,94,38.57,31.8,9
555,m_1831,23290,60,94,38.57,31.8,9
556,m_1831,23300,62,94,38.58,31.8,9
557,m_1831,23310,63,93,38.58,31.8,9
558,m_1831,23320,59,94,38.58,31.8,9
559,m_1831,23330,66,93,38.58,31.8,9
560,m_1831,23340,75,94,38.58,31.8,8
561,m_1831,23350,59,94,38.58,31.8,8
562,m_1831,23360,59,94,38.58,31.8,8
563,m_1831,23370,56,94,38.58,31.8,8
564,m_1831,23380,53,93,38.58,31.8,8
565,m_1831,23390,53,93,38.58,31.8,8
566,m_1831,23400,57,93,38.58,31.8,5
567,m_1831,23410,60,93,38.58,31.8,5
568,m_1831,23420,57,93,38.58,31.8,5
569,m_1831,23430,57,93,38.58,31.8,5
570,m_1831,23440,53,93,38.58,31.8,5
571,m_1831,23450,54,92,38.58,31.8,5
572,m_1831,23460,57,91,38.58,31.8,14
573,m_1831,23470,60,92,38.58,31.8,14
574,m_1831,23480,63,91,38.58,31.8,14
575,m_1831,23490,55,91,38.58,31.8,14
576,m_1831,23500,68,91,38.58,31.8,14
577,m_1831,23510,57,91,38.58,31.8,14
578,m_1831,23520,57,91,38.58,31.8,9
579,m_1831,23530,52,91,38.58,31.8,9
580,m_1831,23540,57,90,38.58,31.8,9
581,m_1831,23550,57,90,38.58,31.8,9
582,m_1831,23560,53,90,38.58,31.8,9
