machine_id,time_stamp,cpu_util_precent,mem_util_percent,mem_gps,mkpi,net_in,net_out,disk_io_percent
m_1831,0,22.0,92,,,38.19,31.53,4
m_1831,10,24.0,91,,,38.19,31.53,4
m_1831,20,22.0,91,,,38.19,31.53,4
m_1831,30,25.0,91,,,38.19,31.53,4
m_1831,40,32.0,91,,,38.19,31.53,4
m_1831,50,16.0,91,,,38.19,31.53,4
m_1831,60,38.0,91,,,38.19,31.53,5
m_1831,70,19.0,91,,,38.19,31.53,5
m_1831,80,15.0,90,,,38.19,31.53,5
m_1831,90,23.0,91,,,38.19,31.53,5
m_1831,100,23.0,90,,,38.19,31.53,5
m_1831,110,23.0,90,,,38.19,31.53,5
m_1831,120,27.0,90,,,38.19,31.53,5
m_1831,130,36.0,90,,,38.19,31.53,5
m_1831,140,14.0,90,,,38.19,31.53,5
m_1831,150,16.0,90,,,38.19,31.53,5
m_1831,160,26.0,90,,,38.19,31.53,5
m_1831,170,20.0,90,,,38.19,31.53,5
m_1831,180,22.0,90,,,38.19,31.53,4
m_1831,190,32.0,90,,,38.19,31.53,4
m_1831,200,13.0,91,,,38.19,31.53,4
m_1831,210,20.0,91,,,38.19,31.53,4
m_1831,220,27.0,91,,,38.19,31.53,4
m_1831,230,19.0,90,,,38.19,31.53,4
m_1831,240,23.0,90,,,38.19,31.53,4
m_1831,250,27.0,91,,,38.19,31.53,4
m_1831,260,14.0,91,,,38.19,31.53,4
m_1831,270,21.0,91,,,38.19,31.53,4
m_1831,280,24.0,90,,,38.19,31.53,4
m_1831,290,19.0,90,,,38.19,31.53,4
m_1831,300,22.0,90,,,38.19,31.53,4
m_1831,310,33.0,90,,,38.19,31.53,4
m_1831,320,17.0,90,,,38.19,31.53,4
m_1831,330,21.0,91,,,38.19,31.53,4
m_1831,340,33.0,91,,,38.19,31.53,4
m_1831,350,15.0,91,,,38.19,31.53,4
m_1831,360,34.0,92,,,38.19,31.53,4
m_1831,370,37.0,92,,,38.19,31.53,4
m_1831,380,31.0,92,,,38.19,31.53,4
m_1831,390,25.0,93,,,38.19,31.53,4
m_1831,400,27.0,93,,,38.19,31.53,4
m_1831,410,30.0,94,,,38.19,31.53,4
m_1831,420,30.0,95,,,38.2,31.53,5
m_1831,430,35.0,95,,,38.2,31.53,5
m_1831,440,30.0,95,,,38.2,31.53,5
m_1831,450,33.0,96,,,38.2,31.53,5
m_1831,460,33.0,97,,,38.2,31.53,5
m_1831,470,37.0,98,,,38.2,31.53,5
m_1831,480,34.0,97,,,38.2,31.53,5
m_1831,490,39.0,97,,,38.2,31.53,5
m_1831,500,35.0,96,,,38.2,31.53,5
m_1831,510,39.0,97,,,38.2,31.53,5
m_1831,520,28.0,97,,,38.2,31.53,5
m_1831,530,27.0,97,,,38.2,31.53,5
m_1831,540,35.0,96,,,38.2,31.53,6
m_1831,550,29.0,95,,,38.2,31.53,6
m_1831,560,25.0,95,,,38.2,31.53,6
m_1831,570,30.0,96,,,38.2,31.53,6
m_1831,580,40.0,96,,,38.2,31.53,6
m_1831,590,30.0,96,,,38.2,31.53,6
m_1831,600,33.0,97,,,38.2,31.53,10
m_1831,610,40.0,97,,,38.2,31.53,10
m_1831,620,36.0,96,,,38.2,31.53,10
m_1831,630,34.0,96,,,38.2,31.53,10
m_1831,640,33.0,95,,,38.2,31.53,10
m_1831,650,49.0,95,,,38.2,31.53,10
m_1831,660,34.0,95,,,38.2,31.53,8
m_1831,670,33.0,94,,,38.2,31.53,8
m_1831,680,32.0,94,,,38.2,31.53,8
m_1831,690,29.0,94,,,38.2,31.53,8
m_1831,700,28.0,94,,,38.2,31.53,8
m_1831,710,28.0,94,,,38.2,31.53,8
m_1831,720,28.0,93,,,38.2,31.53,5
m_1831,730,28.0,93,,,38.2,31.53,5
m_1831,740,26.0,94,,,38.2,31.53,5
m_1831,750,25.0,94,,,38.2,31.53,5
m_1831,760,28.0,94,,,38.2,31.53,5
m_1831,770,43.0,94,,,38.2,31.54,5
m_1831,780,28.0,93,,,38.2,31.54,5
m_1831,790,31.0,94,,,38.2,31.54,5
m_1831,800,27.0,94,,,38.2,31.54,5
m_1831,810,27.0,92,,,38.2,31.54,5
m_1831,820,31.0,93,,,38.2,31.54,5
m_1831,830,31.0,93,,,38.2,31.54,5
m_1831,840,30.0,93,,,38.2,31.54,5
m_1831,850,33.0,94,,,38.2,31.54,5
m_1831,860,26.0,92,,,38.2,31.54,5
m_1831,870,23.0,92,,,38.2,31.54,5
m_1831,880,21.0,92,,,38.2,31.54,5
m_1831,890,24.0,92,,,38.2,31.54,5
m_1831,900,30.0,91,,,38.2,31.54,6
m_1831,910,36.0,92,,,38.2,31.54,6
m_1831,920,20.0,92,,,38.2,31.54,6
m_1831,940,29.0,93,,,38.2,31.54,6
m_1831,950,40.0,93,,,38.2,31.54,6
m_1831,960,28.0,92,,,38.2,31.54,4
m_1831,970,48.0,92,,,38.2,31.54,4
m_1831,980,27.0,92,,,38.2,31.54,4
m_1831,990,26.0,92,,,38.2,31.54,4
m_1831,1000,31.0,92,,,38.2,31.54,4
m_1831,1010,31.0,92,,,38.2,31.54,4
m_1831,1020,32.0,92,,,38.2,31.54,5
m_1831,1030,31.0,92,,,38.2,31.54,5
m_1831,1040,32.0,91,,,38.2,31.54,5
m_1831,1050,39.0,92,,,38.2,31.54,5
m_1831,1060,37.0,92,,,38.2,31.54,5
m_1831,1070,36.0,92,,,38.2,31.54,5
m_1831,1080,38.0,92,,,38.2,31.54,8
m_1831,1090,38.0,92,,,38.2,31.54,8
m_1831,1100,54.0,93,,,38.2,31.54,8
m_1831,1110,38.0,93,,,38.2,31.54,8
m_1831,1120,38.0,93,,,38.2,31.54,8
m_1831,1130,40.0,93,,,38.2,31.54,8
m_1831,1140,35.0,94,,,38.2,31.54,6
m_1831,1150,39.0,94,,,38.21,31.54,6
m_1831,1160,39.0,94,,,38.21,31.54,6
m_1831,1170,38.0,94,,,38.21,31.54,6
m_1831,1180,36.0,94,,,38.21,31.54,6
m_1831,1190,29.0,95,,,38.21,31.54,6
m_1831,1200,32.0,95,,,38.21,31.54,7
m_1831,1210,36.0,95,,,38.21,31.54,7
m_1831,1220,35.0,95,,,38.21,31.54,7
m_1831,1230,27.0,95,,,38.21,31.54,7
m_1831,1240,31.0,94,,,38.21,31.54,7
m_1831,1250,38.0,95,,,38.21,31.54,7
m_1831,1260,34.0,96,,,38.21,31.54,5
m_1831,1270,36.0,96,,,38.21,31.54,5
m_1831,1280,35.0,97,,,38.21,31.54,5
m_1831,1290,41.0,96,,,38.21,31.54,5
m_1831,1300,24.0,96,,,38.21,31.54,5
m_1831,1310,25.0,95,,,38.21,31.54,5
m_1831,1320,25.0,94,,,38.21,31.54,6
m_1831,1330,44.0,95,,,38.21,31.54,6
m_1831,1340,25.0,95,,,38.21,31.54,6
m_1831,1350,24.0,96,,,38.21,31.54,6
m_1831,1360,27.0,95,,,38.21,31.54,6
m_1831,1370,31.0,95,,,38.21,31.54,6
m_1831,1380,34.0,94,,,38.21,31.54,6
m_1831,1390,27.0,95,,,38.21,31.54,6
m_1831,1400,31.0,94,,,38.21,31.54,6
m_1831,1410,30.0,94,,,38.21,31.54,6
m_1831,1420,24.0,95,,,38.21,31.54,6
m_1831,1430,23.0,95,,,38.21,31.54,6
m_1831,1440,34.0,94,,,38.21,31.54,5
m_1831,1450,26.0,94,,,38.21,31.54,5
m_1831,1460,37.0,95,,,38.21,31.54,5
m_1831,1470,38.0,94,,,38.21,31.54,5
m_1831,1480,27.0,94,,,38.21,31.54,5
m_1831,1490,25.0,94,,,38.21,31.54,5
m_1831,1500,23.0,95,,,38.21,31.54,5
m_1831,1510,34.0,95,,,38.21,31.54,5
m_1831,1520,31.0,95,,,38.21,31.54,5
m_1831,1530,39.0,95,,,38.21,31.54,5
m_1831,1540,27.0,95,,,38.21,31.54,5
m_1831,1550,31.0,95,,,38.21,31.54,5
m_1831,1560,30.0,95,,,38.21,31.54,5
m_1831,1570,34.0,96,,,38.21,31.54,5
m_1831,1580,24.0,96,,,38.21,31.54,5
m_1831,1590,27.0,96,,,38.21,31.54,5
m_1831,1600,40.0,96,,,38.21,31.54,5
m_1831,1610,25.0,96,,,38.21,31.54,5
m_1831,1620,24.0,97,,,38.21,31.55,4
m_1831,1630,29.0,97,,,38.21,31.55,4
m_1831,1640,49.0,98,,,38.21,31.55,4
m_1831,1650,32.0,98,,,38.21,31.55,4
m_1831,1660,30.0,97,,,38.21,31.55,4
m_1831,1670,29.0,97,,,38.21,31.55,4
m_1831,1680,28.0,97,,,38.21,31.55,4
m_1831,1690,25.0,96,,,38.21,31.55,4
m_1831,1700,24.0,96,,,38.21,31.55,4
m_1831,1710,27.0,96,,,38.21,31.55,4
m_1831,1720,29.0,96,,,38.21,31.55,4
m_1831,1730,24.0,96,,,38.21,31.55,4
m_1831,1740,28.0,96,,,38.21,31.55,4
m_1831,1750,27.0,95,,,38.21,31.55,4
m_1831,1760,27.0,95,,,38.21,31.55,4
m_1831,1770,24.0,95,,,38.21,31.55,4
m_1831,1780,34.0,95,,,38.21,31.55,4
m_1831,1790,25.0,96,,,38.21,31.55,4
m_1831,1800,25.0,96,,,38.21,31.55,4
m_1831,1810,48.0,95,,,38.21,31.55,4
m_1831,1820,23.0,95,,,38.21,31.55,4
m_1831,1830,23.0,95,,,38.21,31.55,4
m_1831,1840,47.0,95,,,38.22,31.55,4
m_1831,1850,27.0,95,,,38.22,31.55,4
m_1831,1860,24.0,96,,,38.22,31.55,4
m_1831,1870,28.0,96,,,38.22,31.55,4
m_1831,1880,24.0,96,,,38.22,31.55,4
m_1831,1890,23.0,95,,,38.22,31.55,4
m_1831,1900,29.0,95,,,38.22,31.55,4
m_1831,1910,29.0,96,,,38.22,31.55,4
m_1831,1920,22.0,95,,,38.22,31.55,5
m_1831,1930,25.0,95,,,38.22,31.55,5
m_1831,1940,16.0,92,,,38.22,31.55,5
m_1831,1950,24.0,92,,,38.22,31.55,5
m_1831,1960,25.0,92,,,38.22,31.55,5
m_1831,1970,27.0,92,,,38.22,31.55,5
m_1831,1980,34.0,93,,,38.22,31.55,5
m_1831,1990,22.0,93,,,38.22,31.55,5
m_1831,2000,41.0,92,,,38.22,31.55,5
m_1831,2010,19.0,92,,,38.22,31.55,5
m_1831,2020,20.0,92,,,38.22,31.55,5
m_1831,2040,32.0,92,,,38.22,31.55,4
m_1831,2050,27.0,92,,,38.22,31.55,4
m_1831,2060,27.0,92,,,38.22,31.55,4
m_1831,2070,28.0,92,,,38.22,31.55,4
m_1831,2080,29.0,93,,,38.22,31.55,4
m_1831,2090,19.0,93,,,38.22,31.55,4
m_1831,2100,33.0,93,,,38.22,31.55,4
m_1831,2110,22.0,93,,,38.22,31.55,4
m_1831,2120,23.0,93,,,38.22,31.55,4
m_1831,2130,33.0,93,,,38.22,31.55,4
m_1831,2140,26.0,92,,,38.22,31.55,4
m_1831,2150,40.0,92,,,38.22,31.55,4
m_1831,2160,20.0,92,,,38.22,31.55,5
m_1831,2170,36.0,92,,,38.22,31.55,5
m_1831,2180,20.0,92,,,38.22,31.55,5
m_1831,2190,29.0,92,,,38.22,31.55,5
m_1831,2200,25.0,92,,,38.22,31.55,5
m_1831,2210,25.0,92,,,38.22,31.55,5
m_1831,2220,29.0,92,,,38.22,31.55,5
m_1831,2230,20.0,92,,,38.22,31.55,5
m_1831,2240,31.0,92,,,38.22,31.55,5
m_1831,2250,30.0,92,,,38.22,31.55,5
m_1831,2260,45.0,93,,,38.22,31.55,5
m_1831,2270,49.0,93,,,38.22,31.55,5
m_1831,2280,41.0,93,,,38.22,31.55,9
m_1831,2290,40.0,93,,,38.22,31.55,9
m_1831,2300,19.0,93,,,38.22,31.55,9
m_1831,2310,40.0,93,,,38.22,31.55,9
m_1831,2320,22.0,93,,,38.22,31.55,9
m_1831,2330,21.0,93,,,38.22,31.55,9
m_1831,2340,27.0,93,,,38.22,31.55,5
m_1831,2350,28.0,93,,,38.22,31.55,5
m_1831,2360,33.0,93,,,38.22,31.55,5
m_1831,2370,29.0,93,,,38.22,31.55,5
m_1831,2380,38.0,93,,,38.22,31.55,5
m_1831,2390,21.0,93,,,38.22,31.55,5
m_1831,2400,41.0,93,,,38.22,31.55,4
m_1831,2410,26.0,94,,,38.22,31.55,4
m_1831,2420,27.0,94,,,38.22,31.55,4
m_1831,2430,24.0,93,,,38.22,31.55,4
m_1831,2440,29.0,94,,,38.22,31.55,4
m_1831,2450,37.0,95,,,38.22,31.55,4
m_1831,2460,23.0,96,,,38.22,31.55,4
m_1831,2470,44.0,96,,,38.22,31.55,4
m_1831,2480,25.0,97,,,38.22,31.55,4
m_1831,2490,39.0,97,,,38.22,31.55,4
m_1831,2500,30.0,98,,,38.22,31.55,4
m_1831,2510,40.0,96,,,38.22,31.55,4
m_1831,2520,34.0,96,,,38.22,31.55,101
m_1831,2530,35.0,94,,,38.22,31.55,101
m_1831,2540,24.0,94,,,38.22,31.55,101
m_1831,2550,31.0,94,,,38.22,31.55,101
m_1831,2560,18.0,94,,,38.22,31.55,101
m_1831,2570,30.0,95,,,38.22,31.55,101
m_1831,2580,18.0,95,,,38.22,31.55,5
m_1831,2590,41.0,95,,,38.22,31.55,5
m_1831,2600,20.0,95,,,38.22,31.55,5
m_1831,2610,21.0,95,,,38.22,31.55,5
m_1831,2620,22.0,95,,,38.22,31.55,5
m_1831,2630,26.0,95,,,38.22,31.55,5
m_1831,2640,27.0,94,,,38.22,31.55,4
m_1831,2650,29.0,94,,,38.22,31.55,4
m_1831,2660,33.0,94,,,38.22,31.55,4
m_1831,2670,25.0,93,,,38.22,31.55,4
m_1831,2680,36.0,93,,,38.22,31.55,4
m_1831,2690,20.0,93,,,38.22,31.55,4
m_1831,2700,36.0,93,,,38.22,31.55,4
m_1831,2710,24.0,93,,,38.22,31.55,4
m_1831,2740,27.0,93,,,38.22,31.55,4
m_1831,2750,23.0,93,,,38.22,31.55,4
m_1831,2760,25.0,94,,,38.22,31.55,4
m_1831,2770,33.0,94,,,38.22,31.55,4
m_1831,2780,29.0,94,,,38.22,31.55,4
m_1831,2790,22.0,94,,,38.22,31.55,4
m_1831,2800,36.0,94,,,38.22,31.55,4
m_1831,2810,21.0,94,,,38.22,31.55,4
m_1831,2820,36.0,92,,,38.22,31.55,4
m_1831,2830,23.0,92,,,38.23,31.55,4
m_1831,2840,20.0,93,,,38.23,31.55,4
m_1831,2850,27.0,92,,,38.23,31.55,4
m_1831,2860,32.0,92,,,38.23,31.56,4
m_1831,2870,21.0,92,,,38.23,31.56,4
m_1831,2880,34.0,93,,,38.23,31.56,4
m_1831,2890,34.0,93,,,38.23,31.56,4
m_1831,2900,36.0,93,,,38.23,31.56,4
m_1831,2910,23.0,93,,,38.23,31.56,4
m_1831,2920,42.0,94,,,38.23,31.56,4
m_1831,2930,27.0,94,,,38.23,31.56,4
m_1831,2940,25.0,94,,,38.23,31.56,5
m_1831,2950,34.0,94,,,38.23,31.56,5
m_1831,2960,29.0,93,,,38.23,31.56,5
m_1831,2970,29.0,94,,,38.23,31.56,5
m_1831,2980,32.0,94,,,38.23,31.56,5
m_1831,2990,31.0,93,,,38.23,31.56,5
m_1831,3000,19.0,93,,,38.23,31.56,5
m_1831,3010,43.0,94,,,38.23,31.56,5
m_1831,3020,22.0,94,,,38.23,31.56,5
m_1831,3030,43.0,94,,,38.23,31.56,5
m_1831,3040,27.0,95,,,38.23,31.56,5
m_1831,3050,30.0,95,,,38.23,31.56,5
m_1831,3060,37.0,95,,,38.23,31.56,5
m_1831,3070,41.0,95,,,38.23,31.56,5
m_1831,3080,33.0,94,,,38.23,31.56,5
m_1831,3090,30.0,94,,,38.23,31.56,5
m_1831,3100,23.0,94,,,38.23,31.56,5
m_1831,3110,34.0,94,,,38.23,31.56,5
m_1831,3120,23.0,94,,,38.23,31.56,5
m_1831,3130,38.0,94,,,38.23,31.56,5
m_1831,3140,23.0,94,,,38.23,31.56,5
m_1831,3150,21.0,94,,,38.23,31.56,5
m_1831,3160,39.0,94,,,38.23,31.56,5
m_1831,3170,23.0,95,,,38.23,31.56,5
m_1831,3180,24.0,95,,,38.23,31.56,6
m_1831,3190,35.0,95,,,38.23,31.56,6
m_1831,3200,34.0,94,,,38.23,31.56,6
m_1831,3210,25.0,93,,,38.23,31.56,6
m_1831,3220,31.0,93,,,38.23,31.56,6
m_1831,3230,35.0,93,,,38.23,31.56,6
m_1831,3240,22.0,93,,,38.23,31.56,4
m_1831,3250,40.0,94,,,38.23,31.56,4
m_1831,3260,23.0,94,,,38.23,31.56,4
m_1831,3270,23.0,93,,,38.23,31.56,4
m_1831,3280,27.0,93,,,38.23,31.56,4
m_1831,3290,27.0,93,,,38.23,31.56,4
m_1831,3300,20.0,93,,,38.23,31.56,5
m_1831,3310,31.0,93,,,38.23,31.56,5
m_1831,3320,32.0,93,,,38.23,31.56,5
m_1831,3330,19.0,93,,,38.23,31.56,5
m_1831,3340,31.0,93,,,38.23,31.56,5
m_1831,3350,23.0,93,,,38.23,31.56,5
m_1831,3360,19.0,93,,,38.23,31.56,5
m_1831,3370,20.0,94,,,38.23,31.56,5
m_1831,3380,27.0,94,,,38.23,31.56,5
m_1831,3390,25.0,94,,,38.23,31.56,5
m_1831,3400,28.0,94,,,38.23,31.56,5
m_1831,3410,27.0,94,,,38.23,31.56,5
m_1831,3420,21.0,95,,,38.23,31.56,4
m_1831,3430,36.0,95,,,38.23,31.56,4
m_1831,3440,25.0,95,,,38.23,31.56,4
m_1831,3450,35.0,95,,,38.23,31.56,4
m_1831,3460,21.0,95,,,38.23,31.56,4
m_1831,3470,29.0,95,,,38.23,31.56,4
m_1831,3480,28.0,95,,,38.23,31.56,4
m_1831,3490,28.0,95,,,38.23,31.56,4
m_1831,3500,29.0,95,,,38.23,31.56,4
m_1831,3510,32.0,95,,,38.23,31.56,4
m_1831,3520,30.0,95,,,38.23,31.56,4
m_1831,3530,29.0,95,,,38.23,31.56,4
m_1831,3540,19.0,95,,,38.23,31.56,4
m_1831,3550,30.0,95,,,38.23,31.56,4
m_1831,3560,29.0,95,,,38.23,31.56,4
m_1831,3570,27.0,95,,,38.23,31.56,4
m_1831,3580,21.0,95,,,38.23,31.56,4
m_1831,3590,26.0,95,,,38.23,31.56,4
m_1831,3600,19.0,95,,,38.23,31.56,4
m_1831,3610,39.0,95,,,38.23,31.56,4
m_1831,3620,38.0,95,,,38.23,31.56,4
m_1831,3630,25.0,95,,,38.23,31.56,4
m_1831,3640,28.0,96,,,38.23,31.56,4
m_1831,3650,36.0,96,,,38.23,31.56,4
m_1831,3660,34.0,96,,,38.23,31.56,5
m_1831,3670,36.0,97,,,38.23,31.56,5
m_1831,3680,29.0,97,,,38.23,31.56,5
m_1831,3690,36.0,97,,,38.23,31.56,5
m_1831,3700,31.0,97,,,38.23,31.56,5
m_1831,3710,32.0,97,,,38.23,31.56,5
m_1831,3720,23.0,97,,,38.23,31.56,4
m_1831,3730,51.0,97,,,38.23,31.56,4
m_1831,3740,28.0,97,,,38.23,31.56,4
m_1831,3750,33.0,97,,,38.23,31.56,4
m_1831,3760,32.0,97,,,38.23,31.56,4
m_1831,3770,30.0,97,,,38.23,31.56,4
m_1831,3780,38.0,97,,,38.23,31.56,4
m_1831,3790,41.0,97,,,38.23,31.56,4
m_1831,3800,29.0,97,,,38.23,31.56,4
m_1831,3810,44.0,97,,,38.23,31.56,4
m_1831,3820,31.0,98,,,38.23,31.56,4
m_1831,3830,28.0,97,,,38.23,31.56,4
m_1831,3840,43.0,97,,,38.23,31.56,4
m_1831,3850,29.0,97,,,38.24,31.56,4
m_1831,3860,26.0,98,,,38.24,31.56,4
m_1831,3870,25.0,97,,,38.24,31.56,4
m_1831,3880,26.0,98,,,38.24,31.56,4
m_1831,3890,26.0,97,,,38.24,31.56,4
m_1831,3900,32.0,97,,,38.24,31.56,4
m_1831,3910,32.0,97,,,38.24,31.56,4
m_1831,3920,31.0,97,,,38.24,31.56,4
m_1831,3930,31.0,97,,,38.24,31.56,4
m_1831,3940,32.0,96,,,38.24,31.56,4
m_1831,3950,30.0,94,,,38.24,31.56,4
m_1831,3960,33.0,95,,,38.24,31.56,4
m_1831,3970,26.0,95,,,38.24,31.56,4
m_1831,3980,41.0,96,,,38.24,31.56,4
m_1831,3990,25.0,96,,,38.24,31.56,4
m_1831,4000,28.0,95,,,38.24,31.56,4
m_1831,4010,32.0,95,,,38.24,31.56,4
m_1831,4020,29.0,94,,,38.24,31.56,4
m_1831,4030,38.0,94,,,38.24,31.57,4
m_1831,4040,30.0,94,,,38.24,31.57,4
m_1831,4060,37.0,93,,,38.24,31.57,4
m_1831,4070,24.0,93,,,38.24,31.57,4
m_1831,4080,45.0,94,,,38.24,31.57,5
m_1831,4090,28.0,93,,,38.24,31.57,5
m_1831,4100,27.0,93,,,38.24,31.57,5
m_1831,4110,29.0,93,,,38.24,31.57,5
m_1831,4120,27.0,92,,,38.24,31.57,5
m_1831,4130,26.0,92,,,38.24,31.57,5
m_1831,4140,27.0,92,,,38.24,31.57,4
m_1831,4150,31.0,92,,,38.24,31.57,4
m_1831,4160,19.0,92,,,38.24,31.57,4
m_1831,4170,32.0,92,,,38.24,31.57,4
m_1831,4180,18.0,92,,,38.24,31.57,4
m_1831,4190,32.0,92,,,38.24,31.57,4
m_1831,4200,27.0,92,,,38.24,31.57,4
m_1831,4210,22.0,91,,,38.24,31.57,4
m_1831,4220,21.0,91,,,38.24,31.57,4
m_1831,4230,28.0,92,,,38.24,31.57,4
m_1831,4240,37.0,92,,,38.24,31.57,4
m_1831,4250,36.0,92,,,38.24,31.57,4
m_1831,4260,38.0,92,,,38.24,31.57,5
m_1831,4270,38.0,91,,,38.24,31.57,5
m_1831,4280,23.0,91,,,38.24,31.57,5
m_1831,4290,34.0,92,,,38.24,31.57,5
m_1831,4300,19.0,92,,,38.24,31.57,5
m_1831,4310,33.0,91,,,38.24,31.57,5
m_1831,4320,19.0,91,,,38.24,31.57,4
m_1831,4330,25.0,91,,,38.24,31.57,4
m_1831,4340,23.0,91,,,38.24,31.57,4
m_1831,4350,27.0,91,,,38.24,31.57,4
m_1831,4360,20.0,91,,,38.24,31.57,4
m_1831,4370,29.0,92,,,38.24,31.57,4
m_1831,4380,18.0,92,,,38.24,31.57,4
m_1831,4390,40.0,91,,,38.24,31.57,4
m_1831,4400,19.0,91,,,38.24,31.57,4
m_1831,4410,21.0,91,,,38.24,31.57,4
m_1831,4420,31.0,92,,,38.24,31.57,4
m_1831,4430,17.0,92,,,38.24,31.57,4
m_1831,4440,27.0,92,,,38.24,31.57,5
m_1831,4450,30.0,93,,,38.24,31.57,5
m_1831,4460,25.0,92,,,38.24,31.57,5
m_1831,4470,26.0,92,,,38.24,31.57,5
m_1831,4480,34.0,93,,,38.24,31.57,5
m_1831,4490,32.0,91,,,38.24,31.57,5
m_1831,4500,19.0,91,,,38.24,31.57,4
m_1831,4510,30.0,91,,,38.24,31.57,4
m_1831,4520,25.0,92,,,38.24,31.57,4
m_1831,4530,29.0,92,,,38.24,31.57,4
m_1831,4540,32.0,92,,,38.24,31.57,4
m_1831,4550,28.0,92,,,38.24,31.57,4
m_1831,4560,28.0,92,,,38.24,31.57,5
m_1831,4570,46.0,92,,,38.24,31.57,5
m_1831,4580,27.0,93,,,38.24,31.57,5
m_1831,4590,31.0,93,,,38.24,31.57,5
m_1831,4600,40.0,94,,,38.24,31.57,5
m_1831,4610,39.0,94,,,38.24,31.57,5
m_1831,4620,40.0,95,,,38.24,31.57,6
m_1831,4630,44.0,96,,,38.24,31.57,6
m_1831,4640,37.0,96,,,38.24,31.57,6
m_1831,4650,41.0,97,,,38.24,31.57,6
m_1831,4660,35.0,97,,,38.24,31.57,6
m_1831,4670,33.0,97,,,38.24,31.57,6
m_1831,4680,39.0,98,,,38.24,31.57,5
m_1831,4690,37.0,98,,,38.24,31.57,5
m_1831,11090,32.0,89,,,38.35,31.65,4
m_1831,11100,39.0,91,,,38.35,31.65,9
m_1831,11110,44.0,91,,,38.35,31.65,9
m_1831,11120,38.0,90,,,38.35,31.65,9
m_1831,11130,38.0,89,,,38.35,31.65,9
m_1831,11140,38.0,89,,,38.35,31.65,9
m_1831,11150,37.0,89,,,38.35,31.65,9
m_1831,11160,28.0,89,,,38.35,31.65,5
m_1831,11170,39.0,89,,,38.35,31.65,5
m_1831,11180,23.0,89,,,38.35,31.65,5
m_1831,11190,27.0,89,,,38.35,31.65,5
m_1831,11200,28.0,89,,,38.35,31.65,5
m_1831,11210,41.0,89,,,38.35,31.65,5
m_1831,11220,27.0,87,,,38.35,31.65,4
m_1831,11230,29.0,87,,,38.35,31.65,4
m_1831,11240,47.0,87,,,38.35,31.65,4
m_1831,11250,28.0,87,,,38.35,31.65,4
m_1831,11260,25.0,86,,,38.35,31.65,4
m_1831,11270,25.0,86,,,38.35,31.65,4
m_1831,11280,22.0,86,,,38.35,31.65,4
m_1831,11290,32.0,86,,,38.35,31.65,4
m_1831,11300,27.0,86,,,38.35,31.65,4
m_1831,11310,29.0,86,,,38.35,31.65,4
m_1831,11320,29.0,86,,,38.35,31.65,4
m_1831,11330,22.0,86,,,38.35,31.65,4
m_1831,11340,31.0,86,,,38.35,31.65,4
m_1831,11350,33.0,86,,,38.35,31.65,4
m_1831,11360,22.0,85,,,38.35,31.65,4
m_1831,11370,20.0,85,,,38.35,31.65,4
m_1831,11380,39.0,86,,,38.35,31.65,4
m_1831,11390,24.0,86,,,38.35,31.65,4
m_1831,11400,30.0,86,,,38.35,31.65,4
m_1831,11410,37.0,87,,,38.35,31.65,4
m_1831,11420,33.0,87,,,38.35,31.65,4
m_1831,11430,29.0,86,,,38.35,31.65,4
m_1831,11440,28.0,86,,,38.35,31.65,4
m_1831,11450,21.0,86,,,38.35,31.65,4
m_1831,11460,29.0,86,,,38.35,31.65,4
m_1831,11470,25.0,86,,,38.35,31.65,4
m_1831,11480,31.0,86,,,38.35,31.65,4
m_1831,11490,24.0,86,,,38.35,31.65,4
m_1831,11500,34.0,85,,,38.35,31.65,4
m_1831,11510,18.0,86,,,38.35,31.65,4
m_1831,11520,17.0,86,,,38.35,31.65,4
m_1831,22350,71.0,95,,,38.54,31.78,13
m_1831,22360,73.0,96,,,38.54,31.78,13
m_1831,22370,73.0,96,,,38.54,31.78,13
m_1831,22380,71.0,96,,,38.54,31.78,8
m_1831,22390,73.0,96,,,38.54,31.78,8
m_1831,22400,73.0,96,,,38.54,31.78,8
m_1831,22410,73.0,96,,,38.54,31.78,8
m_1831,22420,72.0,95,,,38.54,31.78,8
m_1831,22430,74.0,95,,,38.54,31.78,8
m_1831,22440,71.0,95,,,38.54,31.78,9
m_1831,22450,72.0,94,,,38.54,31.78,9
m_1831,22460,72.0,94,,,38.54,31.79,9
m_1831,22470,73.0,94,,,38.54,31.79,9
m_1831,22480,74.0,95,,,38.54,31.79,9
m_1831,22490,74.0,94,,,38.55,31.79,9
m_1831,22980,80.0,96,,,38.57,31.79,11
m_1831,22990,80.0,96,,,38.57,31.79,11
m_1831,23000,80.0,97,,,38.57,31.79,11
m_1831,23010,74.0,96,,,38.57,31.79,11
m_1831,23020,76.0,96,,,38.57,31.79,11
m_1831,23030,74.0,96,,,38.57,31.79,11
m_1831,23040,72.0,94,,,38.57,31.79,7
m_1831,23050,74.0,95,,,38.57,31.79,7
m_1831,23060,71.0,95,,,38.57,31.79,7
m_1831,23070,72.0,95,,,38.57,31.79,7
m_1831,23080,73.0,95,,,38.57,31.79,7
m_1831,23090,72.0,95,,,38.57,31.79,7
m_1831,23100,72.0,94,,,38.57,31.8,10
m_1831,23110,78.0,95,,,38.57,31.8,10
m_1831,23120,74.0,95,,,38.57,31.8,10
m_1831,23130,68.0,95,,,38.57,31.8,10
